Results,EUR/USD Close,EUR/USD High,EUR/USD Low
Average,  1.142,  1.146,  1.138
Minimum,   1.039,   1.042,   1.034
Maximum,   1.251,   1.256,   1.245
Std,   0.049,   0.049,   0.049
# In Calc, 782, 782, 782

Date,EUR/USD Close,EUR/USD High,EUR/USD Low
2018-08-07,1.1594,1.1608,1.1551
2018-08-08,1.1618,1.1628,1.1573
2018-08-09,1.1536,1.1619,1.1536
2018-08-10,1.1403,1.1537,1.1388
2018-08-13,1.1392,1.1433,1.1365
2018-08-14,1.1341,1.1433,1.133
2018-08-15,1.1351,1.1355,1.1301
2018-08-16,1.1367,1.1409,1.1301
2018-08-17,1.1438,1.1445,1.1366
2018-08-20,1.1465,1.1471,1.1395
2018-08-21,1.1572,1.1601,1.1481
2018-08-22,1.1589,1.1623,1.1554
2018-08-23,1.1537,1.16,1.1531
2018-08-24,1.1626,1.164,1.1535
2018-08-27,1.1678,1.1694,1.1595
2018-08-28,1.1696,1.1734,1.1663
2018-08-29,1.1699,1.1708,1.1652
2018-08-30,1.1664,1.1718,1.1642
2018-08-31,1.1603,1.169,1.1585
2018-09-03,1.1616,1.1627,1.159
2018-09-04,1.1576,1.1627,1.153
2018-09-05,1.1626,1.1636,1.1544
2018-09-06,1.1625,1.1659,1.1606
2018-09-07,1.1563,1.165,1.1551
2018-09-10,1.1594,1.1616,1.1526
2018-09-11,1.1586,1.1644,1.1565
2018-09-12,1.1626,1.165,1.157
2018-09-13,1.1692,1.1701,1.1609
2018-09-14,1.1631,1.1721,1.1623
2018-09-17,1.1683,1.1698,1.1618
2018-09-18,1.1665,1.1724,1.1652
2018-09-19,1.1673,1.1715,1.1652
2018-09-20,1.1774,1.1777,1.1669
2018-09-21,1.175,1.1803,1.1733
2018-09-24,1.1757,1.1815,1.1741
2018-09-25,1.1768,1.1792,1.1731
2018-09-26,1.1762,1.1797,1.1652
2018-09-27,1.165,1.1757,1.1643
2018-09-28,1.1614,1.1651,1.157
2018-10-01,1.1574,1.1623,1.1564
2018-10-02,1.1542,1.158,1.1505
2018-10-03,1.1516,1.1593,1.1509
2018-10-04,1.1512,1.1542,1.1463
2018-10-05,1.1524,1.1549,1.1484
2018-10-08,1.1489,1.153,1.146
2018-10-09,1.1496,1.1503,1.1432
2018-10-10,1.1524,1.1545,1.1432
2018-10-11,1.1593,1.1599,1.152
2018-10-12,1.1559,1.161,1.1534
2018-10-15,1.1583,1.1606,1.1541
2018-10-16,1.1578,1.1621,1.1566
2018-10-17,1.1507,1.158,1.1507
2018-10-18,1.1464,1.1527,1.1452
2018-10-19,1.1511,1.1534,1.1433
2018-10-22,1.1468,1.155,1.1456
2018-10-23,1.1469,1.1493,1.1439
2018-10-24,1.1387,1.1476,1.138
2018-10-25,1.1362,1.1476,1.1356
2018-10-26,1.1405,1.1413,1.1336
2018-10-29,1.1392,1.1416,1.1361
2018-10-30,1.1343,1.1388,1.1341
2018-10-31,1.1314,1.136,1.1302
2018-11-01,1.1407,1.1424,1.1302
2018-11-02,1.138,1.1456,1.1373
2018-11-05,1.141,1.1424,1.1357
2018-11-06,1.1412,1.1438,1.1391
2018-11-07,1.1456,1.15,1.1396
2018-11-08,1.1364,1.1447,1.1352
2018-11-09,1.133,1.1369,1.1317
2018-11-12,1.1241,1.1331,1.1236
2018-11-13,1.1273,1.1294,1.1217
2018-11-14,1.1336,1.1347,1.1263
2018-11-15,1.1348,1.1362,1.1271
2018-11-16,1.1409,1.142,1.1263
2018-11-19,1.1454,1.1465,1.1394
2018-11-20,1.1364,1.1472,1.1358
2018-11-21,1.1391,1.1425,1.1364
2018-11-22,1.1406,1.1433,1.1364
2018-11-23,1.1332,1.1421,1.1331
2018-11-26,1.1329,1.1384,1.1326
2018-11-27,1.1291,1.1344,1.1278
2018-11-28,1.137,1.1387,1.1267
2018-11-29,1.1383,1.1402,1.1349
2018-11-30,1.1311,1.1401,1.1305
2018-12-03,1.134,1.138,1.1319
2018-12-04,1.1342,1.1418,1.1319
2018-12-05,1.1347,1.1361,1.1311
2018-12-06,1.138,1.1361,1.1322
2018-12-07,1.1412,1.1423,1.136
2018-12-10,1.1352,1.1443,1.1351
2018-12-11,1.1326,1.14,1.1307
2018-12-12,1.1366,1.1388,1.1315
2018-12-13,1.1366,1.1389,1.1312
2018-12-14,1.1306,1.137,1.128
2018-12-17,1.1348,1.1358,1.1303
2018-12-18,1.1353,1.1402,1.1337
2018-12-19,1.1379,1.1439,1.136
2018-12-20,1.1469,1.1485,1.1372
2018-12-21,1.1371,1.1474,1.1362
2018-12-24,1.1415,1.1439,1.1362
2018-12-25,1.1398,1.1425,1.1366
2018-12-26,1.1355,1.1422,1.1355
2018-12-27,1.1445,1.1454,1.1353
2018-12-28,1.1441,1.1473,1.1427
2018-12-31,1.1445,1.1466,1.1422
2019-01-01,1.1424,1.1547,1.1425
2019-01-02,1.1341,1.1497,1.1326
2019-01-03,1.1396,1.1411,1.131
2019-01-04,1.1396,1.142,1.1346
2019-01-07,1.1476,1.1485,1.1397
2019-01-08,1.1439,1.1486,1.1423
2019-01-09,1.154,1.1552,1.1435
2019-01-10,1.1497,1.1571,1.1485
2019-01-11,1.1462,1.1541,1.1458
2019-01-14,1.1464,1.1482,1.1451
2019-01-15,1.1407,1.1492,1.1382
2019-01-16,1.1399,1.1428,1.1378
2019-01-17,1.139,1.1408,1.1371
2019-01-18,1.1363,1.1412,1.1352
2019-01-21,1.1368,1.1391,1.1357
2019-01-22,1.1361,1.1386,1.1336
2019-01-23,1.1381,1.1396,1.1351
2019-01-24,1.13,1.1398,1.1289
2019-01-25,1.1406,1.1415,1.1299
2019-01-28,1.1426,1.1446,1.1391
2019-01-29,1.1433,1.1451,1.1412
2019-01-30,1.148,1.1503,1.1407
2019-01-31,1.1443,1.1516,1.1435
2019-02-01,1.1459,1.1489,1.1433
2019-02-04,1.1433,1.1461,1.1424
2019-02-05,1.141,1.1455,1.1401
2019-02-06,1.1363,1.1419,1.1361
2019-02-07,1.1351,1.1376,1.1324
2019-02-08,1.1324,1.1354,1.132
2019-02-11,1.1276,1.1331,1.1273
2019-02-12,1.1332,1.1341,1.1257
2019-02-13,1.1266,1.1345,1.1263
2019-02-14,1.1299,1.1311,1.1249
2019-02-15,1.1298,1.1312,1.1235
2019-02-18,1.1308,1.1335,1.129
2019-02-19,1.1335,1.1358,1.1274
2019-02-20,1.1347,1.1373,1.1324
2019-02-21,1.1328,1.1367,1.132
2019-02-22,1.1333,1.1357,1.1317
2019-02-25,1.1362,1.1368,1.1325
2019-02-26,1.1394,1.1404,1.1345
2019-02-27,1.137,1.1404,1.1362
2019-02-28,1.1374,1.1421,1.1359
2019-03-01,1.1356,1.1409,1.1352
2019-03-04,1.1328,1.1383,1.1309
2019-03-05,1.1303,1.1352,1.129
2019-03-06,1.131,1.1326,1.1288
2019-03-07,1.1186,1.1321,1.1177
2019-03-08,1.1238,1.1246,1.1185
2019-03-11,1.1239,1.1258,1.1222
